lecture_id,slide_id,status,onchain_hash,computed_hash,onchain_uri,registrant,timestamp
1,18,ok,0x5b4971b6e22197be6d15490e56e6a292f258cc6a48e8972c36fc0145ddbcf680,0x5b4971b6e22197be6d15490e56e6a292f258cc6a48e8972c36fc0145ddbcf680,Lecture 1/Slide18.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817241
1,19,ok,0x8075c7e8fcf21d94dad2d077d2b417cca0ec0d5f7b44d9bebdabd0c271467ba0,0x8075c7e8fcf21d94dad2d077d2b417cca0ec0d5f7b44d9bebdabd0c271467ba0,Lecture 1/Slide19.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817242
1,20,ok,0x9025705cd3673b70079aa0c54aaf1d8b96e01f81b27aa88e9c881f9a5747a9df,0x9025705cd3673b70079aa0c54aaf1d8b96e01f81b27aa88e9c881f9a5747a9df,Lecture 1/Slide20.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817243
1,21,ok,0x4d006d43a34f6887f7aad2df000d32dcf8b059e02711e0a77428408af3cafcb4,0x4d006d43a34f6887f7aad2df000d32dcf8b059e02711e0a77428408af3cafcb4,Lecture 1/Slide21.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817244
1,22,ok,0x63c8f5399e97c3653324fd37d1a791b1b5b86d25da9f08bcd00d25bdfb06aab9,0x63c8f5399e97c3653324fd37d1a791b1b5b86d25da9f08bcd00d25bdfb06aab9,Lecture 1/Slide22.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817245
1,23,ok,0x2481db57d2fbc60ea80fe9f0ef60d310dc6a820cf00796e087d4f3c0ad6bdd6f,0x2481db57d2fbc60ea80fe9f0ef60d310dc6a820cf00796e087d4f3c0ad6bdd6f,Lecture 1/Slide23.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817246
1,24,ok,0x9281b4a4e4ca456e1e20f591a5ba5239edd5a45b85277e2375be88dd1ce4d3e1,0x9281b4a4e4ca456e1e20f591a5ba5239edd5a45b85277e2375be88dd1ce4d3e1,Lecture 1/Slide24.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817247
1,25,ok,0x42487e39ce5c8a0b4fc0b7bd6f21191a9fff1dfdeb46dbe06831d343e516653a,0x42487e39ce5c8a0b4fc0b7bd6f21191a9fff1dfdeb46dbe06831d343e516653a,Lecture 1/Slide25.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817248
1,26,ok,0x9eec33077dd099b76ff6958c3de042eb7991e196732623aec9d131138422ed80,0x9eec33077dd099b76ff6958c3de042eb7991e196732623aec9d131138422ed80,Lecture 1/Slide26.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817249
1,27,ok,0x6d00e6c320f78b251c53d4a4aabb4d8214f08e2b998e86996a56092e893eec09,0x6d00e6c320f78b251c53d4a4aabb4d8214f08e2b998e86996a56092e893eec09,Lecture 1/Slide27.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817250
1,28,ok,0xc431d6f5f6904e5cb6fed3ca2c0e6bd858746915a3da66a19f2887483993f5dd,0xc431d6f5f6904e5cb6fed3ca2c0e6bd858746915a3da66a19f2887483993f5dd,Lecture 1/Slide28.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817251
1,29,ok,0x2c7a89748d7c5fe997200dd7143bec39cf6f9e86e261b4e92c8a762db625ae31,0x2c7a89748d7c5fe997200dd7143bec39cf6f9e86e261b4e92c8a762db625ae31,Lecture 1/Slide29.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817252
1,30,ok,0x0c3990696bb5e2b90fe472886240750d0aff66448b59888cc5cf40d15a63d377,0x0c3990696bb5e2b90fe472886240750d0aff66448b59888cc5cf40d15a63d377,Lecture 1/Slide30.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817253
1,31,ok,0x9ad7a3f3ca4cd568c980b5d53b1b12dc26c06942282c1697b195f8a6953c65fb,0x9ad7a3f3ca4cd568c980b5d53b1b12dc26c06942282c1697b195f8a6953c65fb,Lecture 1/Slide31.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817254
1,32,ok,0x17f8c02f449625d2cefb0a181175a376a5b4591eb142c9d3d377b5968592292a,0x17f8c02f449625d2cefb0a181175a376a5b4591eb142c9d3d377b5968592292a,Lecture 1/Slide32.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817255
1,33,ok,0x0d4a2d4a1d2bbfdc934bc0575c8246c1fdf7383386b555950cda2f54369fe156,0x0d4a2d4a1d2bbfdc934bc0575c8246c1fdf7383386b555950cda2f54369fe156,Lecture 1/Slide33.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817256
1,34,ok,0x6313cef5381ea93cfb6340d9ea20390507057cace05d37e2dfb7c8b72729e248,0x6313cef5381ea93cfb6340d9ea20390507057cace05d37e2dfb7c8b72729e248,Lecture 1/Slide34.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817257
1,35,ok,0xe4b78f8b4fcd6da8a1e40bb336c03d65487db25f2773136f405aa6da1c05fbc5,0xe4b78f8b4fcd6da8a1e40bb336c03d65487db25f2773136f405aa6da1c05fbc5,Lecture 1/Slide35.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817258
1,36,ok,0xb71b20cf12f38a407537fa72beb62f6c3640e2738adf44fa79522eb56a8d4d84,0xb71b20cf12f38a407537fa72beb62f6c3640e2738adf44fa79522eb56a8d4d84,Lecture 1/Slide36.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817259
1,37,ok,0xdd6c7d2b790426cc513eb677e71ca9122c291fc834dece9b3c9163268581f48c,0xdd6c7d2b790426cc513eb677e71ca9122c291fc834dece9b3c9163268581f48c,Lecture 1/Slide37.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817260
1,38,ok,0xa5255a8d3251f7dc06886a795e51e8fac17884f35815e591f907fe1521bfd65d,0xa5255a8d3251f7dc06886a795e51e8fac17884f35815e591f907fe1521bfd65d,Lecture 1/Slide38.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817261
1,39,ok,0x0fd5dbc2d6af1b707932fccc8625fdf6548a40648e124c44b804817af19a4571,0x0fd5dbc2d6af1b707932fccc8625fdf6548a40648e124c44b804817af19a4571,Lecture 1/Slide39.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817262
1,40,ok,0x5312dd85533d1a16e188d207a2c98ccfa66bc7e89ca95a6aaaefe3491c495f3e,0x5312dd85533d1a16e188d207a2c98ccfa66bc7e89ca95a6aaaefe3491c495f3e,Lecture 1/Slide40.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817263
1,41,ok,0xd434e589c94801d7c6491b62dfdd9d15191706da778a94228ba433e20351b5b2,0xd434e589c94801d7c6491b62dfdd9d15191706da778a94228ba433e20351b5b2,Lecture 1/Slide41.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817264
1,42,ok,0x2d40bf7bf773378efa1bcef4fe15d6de673d0e93248b9593d1ee8dac64f92f50,0x2d40bf7bf773378efa1bcef4fe15d6de673d0e93248b9593d1ee8dac64f92f50,Lecture 1/Slide42.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817265
1,43,ok,0x3e8ca7a6beeeef1f0845c9236c54b85e2adf4f13c3d33ba1d548e5c90a718194,0x3e8ca7a6beeeef1f0845c9236c54b85e2adf4f13c3d33ba1d548e5c90a718194,Lecture 1/Slide43.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817266
1,44,ok,0x2646e0a421a03742a4a2d26028477f6fa9981dc58792b4232787bc0ce0b078a6,0x2646e0a421a03742a4a2d26028477f6fa9981dc58792b4232787bc0ce0b078a6,Lecture 1/Slide44.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817267
1,45,ok,0x108ee21bd43fbcda52afc18aff158a9c22725fb1cae23b2a03d3365df5176fab,0x108ee21bd43fbcda52afc18aff158a9c22725fb1cae23b2a03d3365df5176fab,Lecture 1/Slide45.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817268
1,46,ok,0x1510cc88162c9640b04cf742b6c6569afbeeb11f1c7c743bd2c1d6bee18372e4,0x1510cc88162c9640b04cf742b6c6569afbeeb11f1c7c743bd2c1d6bee18372e4,Lecture 1/Slide46.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817269
1,47,ok,0x4cd7b112b96412a11c936240f9807942a72e0162c264141ee7701a72932bc47c,0x4cd7b112b96412a11c936240f9807942a72e0162c264141ee7701a72932bc47c,Lecture 1/Slide47.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817270
1,48,ok,0x56acf48cb2204fabe0ea6a053fbfcc99710be1357739ec7206ac8c36a493fcac,0x56acf48cb2204fabe0ea6a053fbfcc99710be1357739ec7206ac8c36a493fcac,Lecture 1/Slide48.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817271
1,49,ok,0x42cc94b6fb3d65801a4cf1e43821df68aa9cd2cf88ab14f708f54a7dbf364c7f,0x42cc94b6fb3d65801a4cf1e43821df68aa9cd2cf88ab14f708f54a7dbf364c7f,Lecture 1/Slide49.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817272
1,50,ok,0x5ecb2c7a672c1f1718014889ac2deec76a5b2d85018ad2a35f330e59addbd3de,0x5ecb2c7a672c1f1718014889ac2deec76a5b2d85018ad2a35f330e59addbd3de,Lecture 1/Slide50.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817273
2,1,ok,0x29a77dd63e78ac79f13721f4f3dcf76e5fceb1a6bdfc85deaab374f46f546a44,0x29a77dd63e78ac79f13721f4f3dcf76e5fceb1a6bdfc85deaab374f46f546a44,Lecture 2/Slide1.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817274
2,2,ok,0x54e3858a5a21e9cc45c6f903f4b1b57ec6772fa00371a5c36c536dbe16df1dd0,0x54e3858a5a21e9cc45c6f903f4b1b57ec6772fa00371a5c36c536dbe16df1dd0,Lecture 2/Slide2.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817275
2,3,ok,0xba6aa8f233d659366e4762fc804df3401e62d138fbe8b0690d062e1f5863324d,0xba6aa8f233d659366e4762fc804df3401e62d138fbe8b0690d062e1f5863324d,Lecture 2/Slide3.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817276
2,4,ok,0x81ddef9621323faacde78a033eb4f1b2366bfdfaccea4fc782c2f3d205edfea6,0x81ddef9621323faacde78a033eb4f1b2366bfdfaccea4fc782c2f3d205edfea6,Lecture 2/Slide4.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817277
2,5,ok,0x10cd73ccd6cef433b86ffbf9507ed8b92fd7b842392589d2044dca6c65166bcb,0x10cd73ccd6cef433b86ffbf9507ed8b92fd7b842392589d2044dca6c65166bcb,Lecture 2/Slide5.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817278
2,6,ok,0xde82a440eb8ba39ee97ff987cd80f6fde096b60055b27d654e40c2bdf7ea7f95,0xde82a440eb8ba39ee97ff987cd80f6fde096b60055b27d654e40c2bdf7ea7f95,Lecture 2/Slide6.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817279
2,7,ok,0xd1b3bd292a6c3e3ab098a7105575fe5e776463f52c3392dd95ded4c3abd57999,0xd1b3bd292a6c3e3ab098a7105575fe5e776463f52c3392dd95ded4c3abd57999,Lecture 2/Slide7.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817280
2,8,ok,0x1675f835c951ac6a767d161b0e8431f4a38c023b394544bd0c05b6dfcb6b3c8e,0x1675f835c951ac6a767d161b0e8431f4a38c023b394544bd0c05b6dfcb6b3c8e,Lecture 2/Slide8.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817281
2,9,ok,0xd1e70fc570dd0e3e60375fd7a60c2ffadcae3071c477e80a17927bf7e18759d0,0xd1e70fc570dd0e3e60375fd7a60c2ffadcae3071c477e80a17927bf7e18759d0,Lecture 2/Slide9.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817282
2,10,ok,0x4f1eb6d6ddab701cf1b7df66d61c584a4b6a92d41b3ba9d70f6fe1e73ddd4a5a,0x4f1eb6d6ddab701cf1b7df66d61c584a4b6a92d41b3ba9d70f6fe1e73ddd4a5a,Lecture 2/Slide10.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817283
2,11,ok,0xd8f7722cc3ee409b4c0b1b39ea41fbadd490e1493045626b55dbb2c9fd248621,0xd8f7722cc3ee409b4c0b1b39ea41fbadd490e1493045626b55dbb2c9fd248621,Lecture 2/Slide11.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817284
2,12,ok,0x9226845f2b9b13b4a867da59d96ff2f41deec0467026ee96a07d1ddac174cc58,0x9226845f2b9b13b4a867da59d96ff2f41deec0467026ee96a07d1ddac174cc58,Lecture 2/Slide12.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817285
2,13,ok,0x8aff80f438e2de648c1f87cae6da2bd6c16f95d7ee260d83873a73c9128f3384,0x8aff80f438e2de648c1f87cae6da2bd6c16f95d7ee260d83873a73c9128f3384,Lecture 2/Slide13.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817286
2,14,ok,0xb75daa09d3ba742e1200e5b5e6db4f1889ad4332d22e5e727c4bef083e716df6,0xb75daa09d3ba742e1200e5b5e6db4f1889ad4332d22e5e727c4bef083e716df6,Lecture 2/Slide14.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817287
2,15,ok,0xa0dfd5f5accdb2eb94d7d6668456a37239e891c8cec8e83586c918ea4276aff4,0xa0dfd5f5accdb2eb94d7d6668456a37239e891c8cec8e83586c918ea4276aff4,Lecture 2/Slide15.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817288
2,16,ok,0x8eadd9f01c76ae631b83acb3cf02da2310a451b738b78e6c1c8a55f488c73ca2,0x8eadd9f01c76ae631b83acb3cf02da2310a451b738b78e6c1c8a55f488c73ca2,Lecture 2/Slide16.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817289
2,17,ok,0x70314b01388363ddd1b0124aa0e7abf72a39262f63ff1e7fb062893fc44e2e3a,0x70314b01388363ddd1b0124aa0e7abf72a39262f63ff1e7fb062893fc44e2e3a,Lecture 2/Slide17.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817290
2,18,ok,0xc10ebcd33747da0f66e1e8265e2b1f46ae21fc62664e947a2b943a4bf0226045,0xc10ebcd33747da0f66e1e8265e2b1f46ae21fc62664e947a2b943a4bf0226045,Lecture 2/Slide18.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817291
2,19,ok,0x7127b5737cfe37a1797d2bd06cd780750ac48486100807799765fa35b8d1d21b,0x7127b5737cfe37a1797d2bd06cd780750ac48486100807799765fa35b8d1d21b,Lecture 2/Slide19.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817292
2,20,ok,0x2b9c3ee8bb89d2bde049a6d6ef1beb608608113d08c70a7abb260676a865a9e7,0x2b9c3ee8bb89d2bde049a6d6ef1beb608608113d08c70a7abb260676a865a9e7,Lecture 2/Slide20.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817293
2,21,ok,0x4a8f5cb26ae4bd4870ea13145151005aa1b79943c99e9fa3802f601e8c68af3b,0x4a8f5cb26ae4bd4870ea13145151005aa1b79943c99e9fa3802f601e8c68af3b,Lecture 2/Slide21.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817294
2,22,ok,0x21e1d0de27849affa7193b85ade09857089364c3c86d731d932e18069454f8fd,0x21e1d0de27849affa7193b85ade09857089364c3c86d731d932e18069454f8fd,Lecture 2/Slide22.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817295
2,23,ok,0x3fb8f8f313a3a7c2f325ff48f3ff6d268708db1240f3de01b3ec59d80cc59625,0x3fb8f8f313a3a7c2f325ff48f3ff6d268708db1240f3de01b3ec59d80cc59625,Lecture 2/Slide23.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817296
2,24,ok,0xf69cff9c3d05042106b3234c658bb09ea8b8d2bf6e8d01b1816aaa9799ecfcb0,0xf69cff9c3d05042106b3234c658bb09ea8b8d2bf6e8d01b1816aaa9799ecfcb0,Lecture 2/Slide24.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817297
2,25,ok,0x14e3f977709a17ef28c6cf615afd5310a9feeee62ea1cfa6b733bd07867f0744,0x14e3f977709a17ef28c6cf615afd5310a9feeee62ea1cfa6b733bd07867f0744,Lecture 2/Slide25.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817298
2,26,ok,0x3b5a6263fe24b46aadcebec5b8f377a318cb1ffba5c94be390205059247c3e83,0x3b5a6263fe24b46aadcebec5b8f377a318cb1ffba5c94be390205059247c3e83,Lecture 2/Slide26.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817299
2,27,ok,0x966fc4fd3168897cd442421fb85521321c83f57afcbb67b84cdd265f7b331568,0x966fc4fd3168897cd442421fb85521321c83f57afcbb67b84cdd265f7b331568,Lecture 2/Slide27.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817300
2,28,ok,0x7986126500866342129ab69bdfcc68ac654b67cfe15e190fb325bb08919e5c0f,0x7986126500866342129ab69bdfcc68ac654b67cfe15e190fb325bb08919e5c0f,Lecture 2/Slide28.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817301
2,29,ok,0x155affc04e8a58e546b7476544e9613099ae86b8cabf8f81af73e201fcd8e9e1,0x155affc04e8a58e546b7476544e9613099ae86b8cabf8f81af73e201fcd8e9e1,Lecture 2/Slide29.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817302
2,30,ok,0x06fb19c5562fafc8551ec12fc910d7fcc9d8f99454b75606318292826f529b9b,0x06fb19c5562fafc8551ec12fc910d7fcc9d8f99454b75606318292826f529b9b,Lecture 2/Slide30.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817303
2,31,ok,0x0b4780be721d03f11a84fc28fde21ddf2dd746d0b3dfd300386985f78751f676,0x0b4780be721d03f11a84fc28fde21ddf2dd746d0b3dfd300386985f78751f676,Lecture 2/Slide31.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817304
2,32,ok,0x92ce68357c18ecc39f59a7b7473dbd3686a73b0ae0b1b1971a473e9867b422ec,0x92ce68357c18ecc39f59a7b7473dbd3686a73b0ae0b1b1971a473e9867b422ec,Lecture 2/Slide32.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817305
2,33,ok,0x841390de709c7824ee8ba34550623cf95dd70e9700bf5c7f2ea8effec1be2689,0x841390de709c7824ee8ba34550623cf95dd70e9700bf5c7f2ea8effec1be2689,Lecture 2/Slide33.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817306
2,34,ok,0x2462ce7bf3cbaa20798509a119f6eade3e5c1efffecabd52979e79c4bbdf4334,0x2462ce7bf3cbaa20798509a119f6eade3e5c1efffecabd52979e79c4bbdf4334,Lecture 2/Slide34.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817307
2,35,ok,0x00f3495fb4b09cb77b6c3b70251363f276699740f9eaa11f4c90af42cd729a7b,0x00f3495fb4b09cb77b6c3b70251363f276699740f9eaa11f4c90af42cd729a7b,Lecture 2/Slide35.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817308
2,36,ok,0x40863a2d7fd649ce69be7b6df99fe7cd58034bcd8cd07746b9858b15072afad0,0x40863a2d7fd649ce69be7b6df99fe7cd58034bcd8cd07746b9858b15072afad0,Lecture 2/Slide36.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817309
2,37,ok,0xf40f26fd4282884bc91e3083b7cf76cd4f3812e1d07ad6bd542877c1a085bfa5,0xf40f26fd4282884bc91e3083b7cf76cd4f3812e1d07ad6bd542877c1a085bfa5,Lecture 2/Slide37.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817310
2,38,ok,0xf0cbd37c2c02d9d2e9cec9349994ed3228945d0de05385c14bab46cff27f3cbd,0xf0cbd37c2c02d9d2e9cec9349994ed3228945d0de05385c14bab46cff27f3cbd,Lecture 2/Slide38.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817311
2,39,ok,0xd0390644efafcbdd04074eaebfce6080fa2bf95b580f189489b89f06b1164fb9,0xd0390644efafcbdd04074eaebfce6080fa2bf95b580f189489b89f06b1164fb9,Lecture 2/Slide39.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817312
2,40,ok,0xd698741327ad6b4d48ab1baeba5f5ff10e2a400ecb54bd8bab0aca7b8f1d6bdc,0xd698741327ad6b4d48ab1baeba5f5ff10e2a400ecb54bd8bab0aca7b8f1d6bdc,Lecture 2/Slide40.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817313
2,41,ok,0x3c3534f4fa57b2f260d827c43954634c78a9f1da7bb86802db0adcc0ebb825f0,0x3c3534f4fa57b2f260d827c43954634c78a9f1da7bb86802db0adcc0ebb825f0,Lecture 2/Slide41.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817314
2,42,ok,0xe9481ceb9f691ae4487eaaf2feddcaeb07d5e33ee71d0b66155ff1812af50145,0xe9481ceb9f691ae4487eaaf2feddcaeb07d5e33ee71d0b66155ff1812af50145,Lecture 2/Slide42.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817315
2,43,ok,0xb144ca82c9ae8b35fddf1d69a3b50acd31d1fdd8b334844ccd14ee6bb0f7206c,0xb144ca82c9ae8b35fddf1d69a3b50acd31d1fdd8b334844ccd14ee6bb0f7206c,Lecture 2/Slide43.json,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,1764817316
